id,text,offensive_aggregated,offense_a1,offense_a2,offense_a3,offense_a4
6637,Prettig Weekend en heb net hier op Politieburo een afspraak gemaakt ivm met bedreiging. URL,NOT,NOT,NOT,NOT,NOT
6638,@USER @USER Pardon?! :flushed_face: Dit kan toch niet waar zijn?!,NOT,NOT,NOT,NOT,NOT
6639,"Nieuwe bril op, voelt heel licht en krakkemikkig. Benieuwd hoelang ze bestaat. Maar deze is blauw :blue_heart: en een stuk minder streng/zakelijk.",NOT,NOT,NOT,NOT,NOT
6640,Ik heb een video toegevoegd aan een @USER URL,NOT,NOT,NOT,NOT,NOT
6641,@USER @USER @USER @USER Ik ga niét vakoverschrijdend werken met die sukkels van de exacte wetenschappen. Niét.,OFF,,,,
6642,ik krijg veel te snel gevoelens voor mensen,NOT,NOT,NOT,NOT,NOT
6643,@USER Omdat dit staatsgesponsorde kapitalisme op rekening van de Vvd komt. Volksgericht volledig terecht. #pekenveren #penj,NOT,NOT,NOT,NOT,OFF
6644,"@USER Hahaha is oke, je hebt >600 mensen doen lachen in deze tijden xx",NOT,NOT,NOT,NOT,NOT
6645,@USER @USER Dat mogen we hopen want wat daar vandaag is gebeurd is 100 % Discriminatie !! In den Haag moesten ze de bus in !!,NOT,NOT,NOT,NOT,OFF
6646,Wie gaat er nu protesteren voor een dode misdadiger? Geld :money_bag: dus.... En #links subsidies :face_vomiting: URL,OFF,OFF,NOT,OFF,OFF
6647,"Afgelopen jaar steeg het aantal banen al met ruim 200.000. De komende twee jaar komen er nog zo'n 318.000 banen bij, waardoor in 2019 een 'alltime' topniveau van 10,5 miljoen banen wordt bereikt URL",NOT,NOT,NOT,NOT,NOT
6648,"Ik wil een nieuwe parfum halen, maar geen typische als Sauvage want ben geen 21 meer.",NOT,NOT,NOT,NOT,NOT
6649,"@USER Bij binnenkomst, hoeven de mannen dan niet te gaan staan? Handen zullen wel niet geschud worden. Ik realiseer mij nu, dat ik best veel vragen hen.",NOT,NOT,NOT,NOT,NOT
6650,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
6651,Handmatig stemmen tellen wordt eitje: vvd in Groningen d66 in Zeeland Groenlinks in doosland Nederland. #penj,NOT,NOT,NOT,NOT,NOT
6652,@USER Goede zet! Stapje voor stapje wordt het corrupte linkse globalisme afgebroken.,OFF,OFF,OFF,OFF,OFF
6653,#nieuwstwitter 'Hazard bezig aan laatste Chelsea-jaar: 113 miljoen euro of meer gevraagd' URL,NOT,NOT,NOT,NOT,NOT
6654,@USER Regels werken in Duitsland Prima. Mensen met verstand op de juiste plek. 30 man is 30 man dus snap niet hoe je daar ineens 300 kan krijgen.,NOT,NOT,NOT,NOT,NOT
6655,@USER Maar uit eerste commentaar Wilders blijkt het leerproces nog niet begonnen.,OFF,NOT,NOT,OFF,OFF
6656,@USER @USER Ik vind hem in deze crisis tot dusver erg boeiend. Volg hem nog maar sinds corona toesloeg.,NOT,NOT,NOT,NOT,NOT
6657,"@USER Aanleiding is het constante aanwakkeren van het onderbuik gevoel van de media dat er institutioneel racisme gaande is. Dat is een leugen, Zwarte steden met zwarte bestuursleden van de top tot agent is democraat en zwart en hebben ook incidenten met over gewelddadige politie",NOT,NOT,NOT,NOT,NOT
6658,"@USER @USER @USER @USER @USER Goh goed joh, nu vind je jezelf wel :thumbs_up: :thumbs_up: :thumbs_up: dit was je ruggemerg-reactie. Fijn dat je nu over het andere nadenkt. Mag aannemen jij je Nikes gewoon betaald toch?",NOT,NOT,NOT,NOT,OFF
6659,"Draadje! Mineapolis, een grote beerput. Een vermoorde man, rassenhaat, plunderingen. Maar wacht eens even, ik hoor veel dubieuze zaken. Mensen, gooi hier aub alles in wat raar en fake lijkt aan deze rellen enz. Ik wil de onderste steen boven :winking_face: ",NOT,NOT,NOT,OFF,NOT
6660,Kijk hoe Chelz mensen in tak tak sanie gaat brengen hoor :face_with_tears_of_joy: ,NOT,NOT,NOT,NOT,NOT
6661,"Voel me echt bedrogen, ben al een maand hyped omdat ik dacht dat @USER vandaag een nieuw album zou droppen maar ze hebben alleen een liedje gedropt :loudly_crying_face: ook leuk he daar niet van maar toch",NOT,OFF,NOT,NOT,OFF
6662,@USER Volgers van doodsbedreiger Lillian en aansteller Evelien gaan meteen op block. Jij dus ook vriend,OFF,,,,
6663,@USER Had ik gezien en terecht maar iedereen verder roept de 4600 en Harvard wist dat dat zou gebeuren. Niet integer onderzoek is mijn conclusie. Zij weten ook dat steekproef met zo een marge nutteloos is,NOT,NOT,NOT,NOT,OFF
6664,"@USER Wat kan mij het schelen of nazi's politiek links of rechts waren. Verachtelijk soort, meer woorden zoek ik er niet voor.",OFF,OFF,OFF,OFF,OFF
6665,@USER Ja ze filmen meestal als het al gebeurd is de waarheid laten de Lochtonen niet zien,OFF,,,,
6666,Nationale Molendag 2019: Ontmoet de molenaar! In Limburg leuke activiteiten voor jong en oud in en rond zo’n 4... URL,NOT,NOT,NOT,NOT,NOT
6667,"@USER @USER @USER ""Nee hoor"" is een foute reactie. De heer Mulder mag in een democratie zelf de keuze maken met wie hij wil samenwerken en hoe. Anders geldt slechts de macht van het getal, wat kan leiden tot extremen. Voorbeelden te over.",NOT,NOT,NOT,NOT,NOT
6668,@USER @USER @USER Moven met je waanzin ...geniet jij maar lekker van een wortel snowflake,OFF,,,,
6669,Voor de mensen met hue lampen: URL,NOT,NOT,NOT,NOT,NOT
6670,"@USER Hahahaha, als ie gevonden was laat m dan op een praalwagen door Nederland gaan, prutser kunnen we met het hele volk deze man uitlachen",OFF,,,,
6671,"@USER klopt, eerst schade dan pas geld, maar ze mogen wel gebruik maken van ...als het nodig is;-)",NOT,NOT,NOT,NOT,NOT
6672,@USER @USER Het was fijn kijken naar @USER gisteravond. Vooral Kieft blijft een verademing om naar te luisteren.,NOT,NOT,NOT,NOT,NOT
6673,"@USER A.u.b. wegpromoveren uit Nederland en laat robot @USER @USER naar nul zetels leiden in de volgende verkiezingen, alleen maar winst voor ons land!",OFF,OFF,NOT,OFF,OFF
6674,@USER Ik wil wel,NOT,NOT,NOT,NOT,NOT
6675,"Het lijkt verdorie wel spionage. Het idee al, dat je gevolgd kan worden via een app, door de overheid en/of het RIVM, terwijl het virus nu snel afneemt. Liever niet.",OFF,NOT,NOT,OFF,OFF
6676,@USER Er is daar al een dame als partijleider :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: ,NOT,NOT,NOT,NOT,NOT
6677,"@USER Ze worden niet meer geneukt vanwege corona, dan krijg je dit soort frustraties.",OFF,OFF,OFF,OFF,NOT
6678,@USER Maar w8 ik draag ook geen designer broek dus moet nu perse alles designer zijn kk hoer,OFF,,,,
6679,Nieuwe #vacature Vakantiewerk Postbezorger in Veldhoven DEkker URL,NOT,NOT,NOT,NOT,NOT
6680,Weet je dat wij ook alles voor je baby en peuter hebben. Van papier tot slabbetjes.,NOT,NOT,NOT,NOT,NOT
6681,@USER Wat een treurig bericht voor iemand die claimt empirisch onderzoek hoog in het vaandel te hebben staan.,OFF,OFF,OFF,OFF,OFF
6682,@USER Links extreem Antifa tuig branden steden plat en leggen mensen hun dromen in as. Wat een klootzakjes om dit te misbruiken.,OFF,,,,
6683,@USER @USER Dat was wel een super relevante vraag die al die kut journalisten niet stelden!,OFF,,,,
6684,En de antirook trol @USER ( @USER ) staat blijkbaar nog steeds in lul-wat-uit-je-nek modus. Hier zou ook over gezwegen moeten worden he trol ! URL,OFF,,,,
6685,Wat een ontzettend triest mannetje is die @USER En iedereen die nu nog op m gaat stemmen ook. Leugenaar. URL,OFF,,,,
6686,@USER .. BIG CORONA CHANGE .. Fauci directeur Nat. Instituut Allergieën & Besmettelijke Aandoeningen ... .. Geeft toe dat 2° golf van coronavirus nooit zal gebeuren Dragen maskers grotendeels symbolisch ... READ MORE: URL,NOT,NOT,NOT,NOT,NOT
6687,"@USER Allemaal kapot schieten, dat gajes. Puur terrorisme.",OFF,,,,
6688,@USER Ik kreeg toevallig vandaag brief in de bus dat ik t over een week krijg,NOT,NOT,NOT,NOT,NOT
6689,"@USER @USER @USER @USER Je bent alweer zo'n idioot die de onzin gelooft die de linkse media jou voorschotelen. In Nederland stikt het van dwazen zoals jij, wat een achterlijk volk.",OFF,,,,
6690,Ondertussen gebruikt Turkije de verwarring om de Koerden in #Silvan aan te vallen. #Parijs,NOT,NOT,NOT,NOT,NOT
6691,"Ik vind dit een hele goede vraag. Door de bagger heen lees ik goede reacties. Een 'deuger' en 'eigen gelijk', dat vindt men blijkbaar irritant en leidt tot negatieve reacties. Daar kan @USER over meepraten :face_with_hand_over_mouth: ",NOT,NOT,NOT,NOT,NOT
6692,Glazen piemels en tranen op expositie Bas Kosters: 'Probeer mensen iets positiefs te leren' URL,NOT,OFF,NOT,NOT,NOT
6693,@USER Doe ik altijd als ik grapje maak :loudly_crying_face: anders weer rare mensen i. Me mentions maar vergat dat ik geen volgers heb hier,NOT,NOT,NOT,NOT,NOT
6694,"Mensen die in een stiltecoupé gaan zitten, zeggen ""dit is wel een stiltecoupé he"", en dan gewoon doorpraten omg are you fucking dumb doe niet zo asociaal",OFF,OFF,OFF,OFF,OFF
6695,Vrouw van gynaecologie afdeling: “ja neem maar 2 paracetamol of ibu een uur van te voren in.” Mar heeft alleen ibu van 200mg dus dat worden er 4,NOT,NOT,NOT,NOT,NOT
6696,@USER .. BIG CORONA CHANGE .. Fauci directeur Nat. Instituut Allergieën & Besmettelijke Aandoeningen ... .. Geeft toe dat 2° golf van coronavirus nooit zal gebeuren Dragen maskers grotendeels symbolisch ... READ MORE: URL,NOT,NOT,NOT,NOT,NOT
6697,@USER @USER wij ondersteunen vernieuwende projecten om mensen actief naar de #arbeidsmarkt te leiden: URL,NOT,NOT,NOT,NOT,NOT
6698,@USER Tuurlijk maar wie toen leefde waren dom wij leven in een tijd dat we weten waar we over praten en is anders maar mensen lynchen in deze tijd ben je ziek in je hoofd is dat nu het enigste wat in je opkomt,NOT,NOT,NOT,OFF,NOT
6699,"sorry dat ik een slecht cijfer voor Engels heb , mijn tante had een enge man geslagen",NOT,NOT,NOT,NOT,NOT
6700,"@USER Drukke maand, handenvol werk de komende 31 dagen :grinning_face_with_sweat:",NOT,NOT,NOT,NOT,NOT
6701,Mensen van hoceima :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: ,NOT,NOT,NOT,NOT,NOT
6702,Het is nog redelijk rustig rond onze crypto Gulden Als de mensen door krijgen dat het werkt.Dan is er geen houden meer aan.,NOT,NOT,NOT,NOT,NOT
6703,Trappen we weer in corrupte #VVD en Bureaucratie? Of gaan we ECHT veranderen als Nederland! #FuckTheSystem #Thierry #Baudet #FvD #TK2017,OFF,,,,
6704,@USER Gezond en lekker,NOT,NOT,NOT,NOT,NOT
6705,@USER Ja snap ik echt walgelijk dat je dat over iemand zijn rug dat kan doen. Opdonderen denk ik dan.,OFF,OFF,OFF,NOT,OFF
6706,Temperatuur=9.7|Regen.dag=9.4mm|Wind=3.4<br>m/s|Max._windstoot=6.3m/s|Richting=WSW|Relatieve_vochtigheid=92.0%|Regen_laatste_uur=0.0mm|Zonnestraling/globale_straling=0.0W/m2,NOT,NOT,NOT,NOT,NOT
6707,@USER GEEF MN KK EURO TERUG :face_with_steam_from_nose: ,OFF,OFF,OFF,OFF,OFF
6708,@USER @USER Wat is hier misgegaan? Hij kon vroeger zo leuk schrijven...,NOT,NOT,NOT,NOT,NOT
6709,Al 68 dagen lang een poging tot Meierijstads optimisme m.b.t. corona. U aangeboden door Hart. Vandaag een vergelijking met #Boxtel waar de politiek zichzelf heeft afgeschaft. URL,NOT,NOT,NOT,NOT,NOT
6710,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
6711,@USER @USER @USER en geen stel labbekakken die slechts politieke functies hebben bekleed na hun sociostudie,OFF,,,,
6712,@USER @USER Hij maakt liever afspraken met de grote bedrijven om belasting te ontduiken En de minima vakgeld inleveren :tomato: :oncoming_fist: ,OFF,OFF,NOT,NOT,OFF
6713,@USER @USER Ja das echt klote . Tis zo stil nu :p,OFF,OFF,OFF,OFF,OFF
6714,@USER Appart lijkt wel of dat koeien en varkens wel besmet kunnen worden maar niet ziek zijn van Corona en dan de vleesverwerkers infecteren durf al geen vlees meer te eten brr,NOT,NOT,NOT,NOT,NOT
6715,URL,NOT,NOT,NOT,NOT,NOT
6716,"De bedoeling is via variabele tarieven mensen aan te moedigen zuiniger met kraanwater om te springen, ­zeker in tijden van droogte zoals nu. Dat staat donderdag in De Tijd",NOT,NOT,NOT,NOT,NOT
6717,Italië heeft (eindelijk) nieuwe regering URL,NOT,NOT,NOT,NOT,NOT
6718,@USER Mooi om te zien hoe onze regering hier zorgen om heeft terwijl de meeste Nederlanders vol begrip spreken over keuze van de Italianen.,NOT,NOT,NOT,OFF,NOT
6719,"@USER @USER Maak zelf maar een betere screenshot dan. En niet van de schede he, want daar trapt echt niemand in hoor... Van het zwaard. Hier alvast mijn inbreng met de beelden van wat overduidelijk een zwaard is. Zie man met rood t-shirt URL",NOT,NOT,NOT,NOT,NOT
6720,@USER @USER @USER Bij de VVD word je de beste politicus genoemd als je het meest gegraaid gelogen en bedrogen hebt!!!!,OFF,,,,
6721,Nieuwe #FakeNews propaganda actie van @USER om stemmen voor de @USER te ronselen!,OFF,OFF,NOT,OFF,OFF
6722,@USER Hoe krijg ik de radiozenders op de televisie werkende?,NOT,NOT,NOT,NOT,NOT
6723,@USER :pouting_face: :pouting_face: :face_with_monocle: stem daarom PVV nexit en uit de vn eigen volk eerst ALSTUBLIEFT URL,NOT,OFF,NOT,NOT,NOT
6724,Vandaar dat extreem rechts nu bezorgde burgers heet. Allemaal dankzij die rechtSSe media. Oh nee ANP is links toch? URL,OFF,OFF,NOT,OFF,OFF
6725,Deze zwarte man kwam aangerend en schopte die jonge op zijn hoofd omg en de rest deed ook mee zelfs meiden URL,NOT,NOT,NOT,NOT,OFF
6726,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
6727,@USER Sarah... in Limburg zonder bij mij langs te komen? Foei! :face_blowing_a_kiss: ,NOT,NOT,NOT,NOT,OFF
6728,"@USER Dat dat bij DC gebeurt, valt ook van buitenaf wel op, helaas.",NOT,NOT,NOT,NOT,NOT
6729,"@USER Hey Anne, ik heb je DM hierover zonet beantwoord. Lees het zeker nog even na. Charlotte",NOT,NOT,NOT,NOT,NOT
6730,@USER Jij ben alleen nog een paar jaartjes jonger en good looking :face_with_tears_of_joy: :face_with_tears_of_joy: ik zit in de 2e fase .... van 50 t/m .... jaar :face_with_tears_of_joy: :face_with_tears_of_joy:,NOT,NOT,NOT,NOT,NOT
6731,"@USER @USER Weet je wat, we nemen ook uw rechten af. Vanaf vandaag bent u uw vrijheid van denken, schrijven en kledingkeuze kwijt. Gewoon.... gewoon .... omdat u ze anderen ook niet gunt.... U onderdrukt namelijk zelf mensen die niet naar uw pijpen dansen.",OFF,OFF,NOT,OFF,OFF
6732,Vinden we supergewassen en kweekvlees over tien jaar normaal? URL,NOT,NOT,NOT,NOT,NOT
6733,@USER @USER @USER Eerwraak of gevalletje moslim man is op zijn ego getrapt,OFF,,,,
6734,"@USER @USER @USER De videos, die nu viral gaan. Hier Denver, waar eerder ook geschoten werd op een demonstratie. URL",NOT,NOT,NOT,NOT,NOT
6735,"@USER @USER @USER En geld moet met DT, had je dat niet gezien?",NOT,NOT,NOT,NOT,NOT
6736,@USER En dan staat er op de andere kant.... Word ik u linkerhand met een duim naar beneden :face_with_tears_of_joy: :grinning_squinting_face: ,NOT,NOT,NOT,NOT,NOT
6737,"@USER Smerigtuig dit kabinet helpt de héle natuur omzeep ,windmolens moordenaars van vogels, hele weilanden vol met zonnepanelen ggggrr :pouting_face: :pouting_face: :pouting_face: plus in het buitenland kopen ze hele bossen op voor de biomassa stop de natuur vernietegers URL",OFF,,,,
6738,@USER Het is traditie dat de voorgaande President zijn bek houd over de zittende President . Maar dat laat jij socialistje FF weg . Weet je wie ook een socialist was 80 jaar geleden !,OFF,,,,
6739,Er is op 01-06-2018 een nieuwe beoordeling geplaatst voor Samenwerkende Tandartsen Schiedam - Mosk! URL,NOT,NOT,NOT,NOT,NOT
6740,"01-06-18 19 :51: 20 0135105 Oproep OVD : TI weg opruimen reinigen,n133;nieuwstraat ,essen,olie thv aldi (2133101) """,NOT,NOT,NOT,NOT,NOT
6741,@USER @USER leve 5 G alle idioten die tegen zijn wegermee.... :middle_finger: :rat:,OFF,,,,
6742,@USER @USER Zwart verzet waartegen ?? Toevallig weer 1 agent die niet deugd hoeveel zwarten zitten vast in Amerika dus Birma as l als er iemand dood gaat je gaat plunderen brandhaarden naken alles kort en klein slaan vind jij dit verzet ??barbaren,OFF,,,,
6743,Weerrapport 12-11-2015 om 06 :00: Temp 12.7°C RV 87.0 Luchtdruk 1021.8 hPa Neerslag dag 0.0 mm maand 28.6 mm URL,NOT,NOT,NOT,NOT,NOT
6744,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
6745,@USER Absurd. En binnen n maand is t volledig uitgewoond en klagen de apen alsnog dat ze het zo slecht hebben.,OFF,OFF,OFF,OFF,NOT
6746,@USER @USER @USER bedankt! Enorme prutser die je bent! Geliefden hebben geen afscheid kunnen nemen en je hebt hier een burgemeester die haarzelf boven de wet zet. Mooie gelijkheid. Waar ze zogenaamd voor staat. Wat een naar secreet @USER voor iedereen die een klootzak is!,OFF,,,,
6747,DIKKE CUNT EN EEN GESLACHTSZIEKTE IN JE GROENLINKS!,OFF,,,,
6748,#Numicon voor Rt op @USER congres. Weer vele enthousiaste mensen.,NOT,NOT,NOT,NOT,NOT
6749,@USER @USER Als ik WHO zie dan ben je af !!!!!,NOT,NOT,NOT,NOT,NOT
6750,@USER @USER De criminele oorlogsmisdadige NATO had op 22 maart 1999 (één dag voor de illegale bombardementen op Servië) al opgeheven moeten worden. URL,OFF,OFF,NOT,OFF,NOT
6751,Toch triest dat er gisteren in #Amsterdam op de #Dam gedemonstreerd werd tegen de medewerkers in de ziekenhuizen en op de ic\u2019s die hun uiterste best doen #corona het hoofd te bieden.,NOT,OFF,NOT,NOT,NOT
6752,IEMAND DIE NG 3 TICKETS HEEFT VOOR PROMNIGHT IN ROESELARE???? DM ME PLS!!! :folded_hands_medium-light_skin_tone: :folded_hands_medium-light_skin_tone: :folded_hands_medium-light_skin_tone:,NOT,NOT,NOT,NOT,NOT
6753,@USER Geloof me Bryan die vent heeft geen geweten het is een duivel in maat kostuum .,OFF,,,,
6754,@USER Eerste slimme beslissing die ik de liberalen in lange tijd heb horen maken.,OFF,,,,
6755,tweakers: Vr-bril Valve Index heeft 144Hz-schermen en kost 1079 euro als complete set URL,NOT,NOT,NOT,NOT,NOT
6756,"@USER wat een asociale vetlap, gadfvedamme vieze dikke reetnegerinnen :middle_finger: ",OFF,,,,
6757,#ondernemers flinke start voor Korte Metten. Belangstelling voor de groep gedupeerden ivm#aov groeit. Iedereen bedankt en fijn weekend.,NOT,NOT,NOT,NOT,NOT
6758,De vijf leukste dingen om te doen om Ameland URL,NOT,NOT,NOT,NOT,NOT
6759,@USER Tussen welke stations en op welke dag wil je gaan reizen? Je kunt hier URL,NOT,NOT,NOT,NOT,NOT
6760,@USER Hey leeft die zwakzinnige nog ?,OFF,OFF,OFF,OFF,OFF
6761,2.@USER benoemt de zorgen van de burger. De rest haant over wie er bij wie mag aanschuiven en over geld verdienen.,NOT,NOT,NOT,NOT,OFF
6762,@USER @USER o ?? dus #PVV heeft gelijk volgens jou ? Dus ; ONS geld voor ONZE mensen #PVV eens? zit je bij de verkeerde pp,NOT,NOT,NOT,NOT,OFF
